Repos,Dependent,data.repository.databaseId,data.repository.url,data.repository.name,data.repository.owner.login,data.repository.stargazerCount,data.repository.watchers.totalCount,data.repository.releases.nodes,data.repository.primaryLanguage.name,data.repository.languages.nodes,data.repository.forkCount,data.repository.isFork,data.repository.parent,data.repository.licenseInfo,data.repository.vulnerabilityAlerts.totalCount,data.repository.vulnerabilityAlerts.nodes,data.repository.licenseInfo.spdxId,data.repository.primaryLanguage
bootstrap-styled/v4,Etiqa/laspesasottocasa,250982445,https://github.com/Etiqa/laspesasottocasa,laspesasottocasa,Etiqa,0,2,[],HTML,"[{'name': 'HTML'}, {'name': 'JavaScript'}, {'name': 'CSS'}]",0,False,,,0,[],,
bootstrap-styled/v4,peterbartels/meta-hub-codeforall,250583532,https://github.com/peterbartels/meta-hub-codeforall,meta-hub-codeforall,peterbartels,1,1,[],TypeScript,"[{'name': 'TypeScript'}, {'name': 'JavaScript'}, {'name': 'CSS'}, {'name': 'HTML'}]",1,False,,,0,[],,
bootstrap-styled/v4,fbohz/reactAvanzadoStorybooks,247466207,https://github.com/fbohz/reactAvanzadoStorybooks,reactAvanzadoStorybooks,fbohz,0,2,[],JavaScript,[{'name': 'JavaScript'}],0,False,,,0,[],,
bootstrap-styled/v4,sagarprince/react-zomato-clone,247444227,https://github.com/sagarprince/react-zomato-clone,react-zomato-clone,sagarprince,0,0,[],TypeScript,"[{'name': 'TypeScript'}, {'name': 'HTML'}, {'name': 'JavaScript'}, {'name': 'CSS'}]",0,False,,,0,[],,
bootstrap-styled/v4,Build-Week-mdd-cabinet1/front-end,243870867,https://github.com/Build-Week-mdd-cabinet1/front-end,front-end,Build-Week-mdd-cabinet1,0,0,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}, {'name': 'CSS'}]",1,False,,,0,[],MIT,
bootstrap-styled/v4,BW-WeddingPlannerPortfolio/Front-End,243862784,https://github.com/BW-WeddingPlannerPortfolio/Front-End,Front-End,BW-WeddingPlannerPortfolio,0,0,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}, {'name': 'CSS'}]",1,False,,,0,[],MIT,
bootstrap-styled/v4,team-durumi/durumi-react,232270715,https://github.com/team-durumi/durumi-react,durumi-react,team-durumi,0,3,[],SCSS,"[{'name': 'SCSS'}, {'name': 'CSS'}, {'name': 'JavaScript'}, {'name': 'HTML'}, {'name': 'Vue'}]",0,False,,,0,[],,
bootstrap-styled/v4,murphym757/react-template,153019455,https://github.com/murphym757/react-template,react-template,murphym757,0,0,[],,[],0,False,,,0,[],,
bootstrap-styled/v4,akann/pay4later-akan,241354579,https://github.com/akann/pay4later-akan,pay4later-akan,akann,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,murphym757/mm_portfolio,156630458,https://github.com/murphym757/mm_portfolio,mm_portfolio,murphym757,0,0,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,james-gc/kabra-frontend,239829010,https://github.com/james-gc/kabra-frontend,kabra-frontend,james-gc,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}, {'name': 'CSS'}]",0,False,,,0,[],,
bootstrap-styled/v4,KrunchMuffin/prontoforms,238827430,https://github.com/KrunchMuffin/prontoforms,prontoforms,KrunchMuffin,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}, {'name': 'CSS'}]",0,False,,,0,[],,
bootstrap-styled/v4,mozo-works/gswebplay,98861853,https://github.com/mozo-works/gswebplay,gswebplay,mozo-works,0,1,[],CSS,"[{'name': 'CSS'}, {'name': 'PHP'}, {'name': 'JavaScript'}, {'name': 'Twig'}, {'name': 'Shell'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,Use-My-Tech-Stuff-2/front-end,237518953,https://github.com/Use-My-Tech-Stuff-2/front-end,front-end,Use-My-Tech-Stuff-2,0,0,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'CSS'}, {'name': 'HTML'}]",2,False,,,0,[],MIT,
bootstrap-styled/v4,jtrishmawi/20ieme-commune-stats,236256087,https://github.com/jtrishmawi/20ieme-commune-stats,20ieme-commune-stats,jtrishmawi,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,GrafiteInc/Scaffold,197418670,https://github.com/GrafiteInc/Scaffold,Scaffold,GrafiteInc,9,1,[],PHP,"[{'name': 'PHP'}, {'name': 'Blade'}, {'name': 'Vue'}, {'name': 'Shell'}]",2,False,,,0,[],MIT,
bootstrap-styled/v4,frasmarco/sco-site,234966885,https://github.com/frasmarco/sco-site,sco-site,frasmarco,0,1,[],TypeScript,"[{'name': 'TypeScript'}, {'name': 'JavaScript'}]",0,False,,,0,[],MIT,
bootstrap-styled/v4,seendsouza/typecast,233282523,https://github.com/seendsouza/typecast,typecast,seendsouza,0,1,[],CSS,"[{'name': 'CSS'}, {'name': 'JavaScript'}, {'name': 'Jupyter Notebook'}, {'name': 'Python'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,esalle34/Diadao,233225852,https://github.com/esalle34/Diadao,Diadao,esalle34,0,1,[],HTML,"[{'name': 'HTML'}, {'name': 'CSS'}, {'name': 'JavaScript'}]",0,False,,,0,[],,
bootstrap-styled/v4,rogeriorioli/gatsby_designhope,233163696,https://github.com/rogeriorioli/gatsby_designhope,gatsby_designhope,rogeriorioli,0,1,[],JavaScript,[{'name': 'JavaScript'}],0,False,,,0,[],MIT,
bootstrap-styled/v4,manjurulhoque/carrott-landing-page-next-js,232355139,https://github.com/manjurulhoque/carrott-landing-page-next-js,carrott-landing-page-next-js,manjurulhoque,0,1,[],CSS,"[{'name': 'CSS'}, {'name': 'JavaScript'}]",0,False,,,0,[],,
bootstrap-styled/v4,reginaldoMorais/r3-ts-cli,209137359,https://github.com/reginaldoMorais/r3-ts-cli,r3-ts-cli,reginaldoMorais,0,1,[],TypeScript,"[{'name': 'TypeScript'}, {'name': 'JavaScript'}, {'name': 'CSS'}, {'name': 'HTML'}, {'name': 'Dockerfile'}]",0,False,,,0,[],,
bootstrap-styled/v4,meerajahmed/react-starter-kit,223184677,https://github.com/meerajahmed/react-starter-kit,react-starter-kit,meerajahmed,0,2,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}]",0,False,,,0,[],MIT,
bootstrap-styled/v4,esalle34/MovieFinder,224616926,https://github.com/esalle34/MovieFinder,MovieFinder,esalle34,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'CSS'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,Cashmaney/enigma-worker-test,224743561,https://github.com/Cashmaney/enigma-worker-test,enigma-worker-test,Cashmaney,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}]",0,False,,,0,[],MIT,
bootstrap-styled/v4,nikosantis/oqo-cowork-react,224733908,https://github.com/nikosantis/oqo-cowork-react,oqo-cowork-react,nikosantis,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,zloid/experiments-repo,222689557,https://github.com/zloid/experiments-repo,experiments-repo,zloid,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}, {'name': 'CSS'}]",0,False,,,0,[],,
bootstrap-styled/v4,samsdial/DialReact,221228911,https://github.com/samsdial/DialReact,DialReact,samsdial,0,1,[],TypeScript,"[{'name': 'TypeScript'}, {'name': 'JavaScript'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,slaytanic/onboarding,220422590,https://github.com/slaytanic/onboarding,onboarding,slaytanic,0,2,[],TypeScript,"[{'name': 'TypeScript'}, {'name': 'Python'}, {'name': 'JavaScript'}, {'name': 'HTML'}, {'name': 'CSS'}]",0,False,,,0,[],,
bootstrap-styled/v4,paxxlaws/library,219250109,https://github.com/paxxlaws/library,library,paxxlaws,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}, {'name': 'CSS'}]",0,False,,,0,[],,
bootstrap-styled/v4,fwelpe/todolist,213410971,https://github.com/fwelpe/todolist,todolist,fwelpe,1,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'CSS'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,taiwanhua/fdtmpage,218491875,https://github.com/taiwanhua/fdtmpage,fdtmpage,taiwanhua,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'CSS'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,speedwar/styled-components-app,215833994,https://github.com/speedwar/styled-components-app,styled-components-app,speedwar,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,omegasenior/topbiketoursportugal,162314028,https://github.com/omegasenior/topbiketoursportugal,topbiketoursportugal,omegasenior,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'CSS'}, {'name': 'HTML'}, {'name': 'TypeScript'}]",0,False,,,0,[],MIT,
bootstrap-styled/v4,rmozeika/monorift,213214791,https://github.com/rmozeika/monorift,monorift,rmozeika,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'Shell'}, {'name': 'TypeScript'}, {'name': 'Dockerfile'}, {'name': 'Objective-C'}, {'name': 'Ruby'}, {'name': 'Java'}, {'name': 'Starlark'}, {'name': 'HTML'}, {'name': 'Pug'}]",0,False,,,0,[],,
bootstrap-styled/v4,rickhysis/spacetock-search-property,211674485,https://github.com/rickhysis/spacetock-search-property,spacetock-search-property,rickhysis,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,murphym757/Souse,183970394,https://github.com/murphym757/Souse,Souse,murphym757,0,0,[],,[],0,False,,,0,[],,
bootstrap-styled/v4,rmozeika/rift,207609176,https://github.com/rmozeika/rift,rift,rmozeika,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'Shell'}, {'name': 'TypeScript'}, {'name': 'Objective-C'}, {'name': 'Perl'}, {'name': 'HTML'}, {'name': 'Ruby'}, {'name': 'Python'}, {'name': 'Java'}]",0,False,,,0,[],MIT,
bootstrap-styled/v4,taiwanhua/fdtm,199371510,https://github.com/taiwanhua/fdtm,fdtm,taiwanhua,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'CSS'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,sjohn2/nextjs-styled-component,203782454,https://github.com/sjohn2/nextjs-styled-component,nextjs-styled-component,sjohn2,0,1,[],JavaScript,[{'name': 'JavaScript'}],0,False,,,0,[],,
bootstrap-styled/v4,jcquinlan/publist,186142611,https://github.com/jcquinlan/publist,publist,jcquinlan,0,0,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'Python'}, {'name': 'HTML'}, {'name': 'CSS'}]",0,False,,,0,[],,
bootstrap-styled/v4,reginaldoMorais/react-parcel,202181583,https://github.com/reginaldoMorais/react-parcel,react-parcel,reginaldoMorais,0,1,[],TypeScript,"[{'name': 'TypeScript'}, {'name': 'HTML'}, {'name': 'CSS'}]",0,False,,,0,[],,
bootstrap-styled/v4,oxfoundation/oxyn.io,199688657,https://github.com/oxfoundation/oxyn.io,oxyn.io,oxfoundation,0,2,[],CSS,"[{'name': 'CSS'}, {'name': 'JavaScript'}, {'name': 'Shell'}]",0,False,,,0,[],,
bootstrap-styled/v4,dassishot/centauro,199497666,https://github.com/dassishot/centauro,centauro,dassishot,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,sylvesteraswin/sylvesteraswin.com,77155946,https://github.com/sylvesteraswin/sylvesteraswin.com,sylvesteraswin.com,sylvesteraswin,0,1,[],TypeScript,"[{'name': 'TypeScript'}, {'name': 'CSS'}, {'name': 'JavaScript'}]",0,False,,,0,[],,
bootstrap-styled/v4,javierh2k/store-app,197250140,https://github.com/javierh2k/store-app,store-app,javierh2k,1,0,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}, {'name': 'CSS'}]",0,False,,,0,[],,
bootstrap-styled/v4,javierh2k/store-ui,197249841,https://github.com/javierh2k/store-ui,store-ui,javierh2k,2,0,[],JavaScript,[{'name': 'JavaScript'}],0,False,,,0,[],,
bootstrap-styled/v4,MakowskiHubert/react-venture,197250860,https://github.com/MakowskiHubert/react-venture,react-venture,MakowskiHubert,0,0,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}, {'name': 'CSS'}]",0,False,,,0,[],,
bootstrap-styled/v4,lugithub/l-styled-components,168594934,https://github.com/lugithub/l-styled-components,l-styled-components,lugithub,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}, {'name': 'CSS'}]",0,False,,,0,[],,
bootstrap-styled/v4,jbarriospd/react-graphQl,195922185,https://github.com/jbarriospd/react-graphQl,react-graphQl,jbarriospd,0,0,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,Ideal-Poster/ecommerce-site,186982292,https://github.com/Ideal-Poster/ecommerce-site,ecommerce-site,Ideal-Poster,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'TypeScript'}, {'name': 'HTML'}, {'name': 'CSS'}, {'name': 'Shell'}]",0,False,,,0,[],,
bootstrap-styled/v4,sky-blue-closing/website,195561710,https://github.com/sky-blue-closing/website,website,sky-blue-closing,0,0,[],TypeScript,"[{'name': 'TypeScript'}, {'name': 'JavaScript'}, {'name': 'CSS'}]",1,False,,,0,[],,
bootstrap-styled/v4,agaco/mobx_hooks_styled_components,189590282,https://github.com/agaco/mobx_hooks_styled_components,mobx_hooks_styled_components,agaco,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'CSS'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,davirlein1988/hookingUp,192122899,https://github.com/davirlein1988/hookingUp,hookingUp,davirlein1988,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,javierh2k/react-hooks,192081739,https://github.com/javierh2k/react-hooks,react-hooks,javierh2k,4,0,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}, {'name': 'Shell'}, {'name': 'Dockerfile'}]",1,False,,,0,[],,
bootstrap-styled/v4,codeTest19/guess-the-password,191308345,https://github.com/codeTest19/guess-the-password,guess-the-password,codeTest19,0,0,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,santaclauze/video-lib-player,190156536,https://github.com/santaclauze/video-lib-player,video-lib-player,santaclauze,0,0,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'Shell'}]",0,False,,,0,[],,
bootstrap-styled/v4,jaimepater/ReactTestRegions,189911253,https://github.com/jaimepater/ReactTestRegions,ReactTestRegions,jaimepater,0,0,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}]",0,False,,,0,[],MIT,
bootstrap-styled/v4,santaclauze/video-library-player-example,189931839,https://github.com/santaclauze/video-library-player-example,video-library-player-example,santaclauze,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,qmfkdldks/remori,189439695,https://github.com/qmfkdldks/remori,remori,qmfkdldks,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,rollup-umd/word-documentation,187732237,https://github.com/rollup-umd/word-documentation,word-documentation,rollup-umd,6,1,"[{'tagName': 'v2.0.4', 'author': {'login': 'kopax', 'databaseId': 1866564}, 'createdAt': '2019-05-21T17:37:17Z', 'publishedAt': '2019-05-21T17:37:31Z', 'updatedAt': '2019-05-21T17:37:31Z', 'isLatest': True}]",JavaScript,"[{'name': 'JavaScript'}, {'name': 'Shell'}]",1,False,,,0,[],MIT,
bootstrap-styled/v4,santaclauze/mediaApp,187609376,https://github.com/santaclauze/mediaApp,mediaApp,santaclauze,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'Shell'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,sorokinvj/orphans,183316407,https://github.com/sorokinvj/orphans,orphans,sorokinvj,0,1,[],JavaScript,[{'name': 'JavaScript'}],0,False,,,0,[],,
bootstrap-styled/v4,Keone2399/e-commerse,182583306,https://github.com/Keone2399/e-commerse,e-commerse,Keone2399,0,0,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}, {'name': 'CSS'}]",0,False,,,0,[],,
bootstrap-styled/v4,christensenemc/schema-builder,182331016,https://github.com/christensenemc/schema-builder,schema-builder,christensenemc,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'CSS'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,bootstrap-styled/login-form,178098879,https://github.com/bootstrap-styled/login-form,login-form,bootstrap-styled,8,3,"[{'tagName': 'v2.0.0', 'author': {'login': 'kopax', 'databaseId': 1866564}, 'createdAt': '2019-05-21T22:25:22Z', 'publishedAt': '2019-05-21T22:26:05Z', 'updatedAt': '2019-05-21T22:26:05Z', 'isLatest': True}]",JavaScript,"[{'name': 'JavaScript'}, {'name': 'Shell'}]",1,False,,,0,[],MIT,
bootstrap-styled/v4,burningpony/Credence_Goods,144345520,https://github.com/burningpony/Credence_Goods,Credence_Goods,burningpony,0,3,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'Ruby'}, {'name': 'HTML'}, {'name': 'CoffeeScript'}, {'name': 'CSS'}, {'name': 'Dockerfile'}]",0,False,,,0,[],,
bootstrap-styled/v4,leoman/travelling-blog-v1,169502560,https://github.com/leoman/travelling-blog-v1,travelling-blog-v1,leoman,0,1,[],TypeScript,"[{'name': 'TypeScript'}, {'name': 'JavaScript'}, {'name': 'HTML'}, {'name': 'CSS'}]",0,False,,,0,[],,
bootstrap-styled/v4,bootstrap-styled/ra-ui,174972032,https://github.com/bootstrap-styled/ra-ui,ra-ui,bootstrap-styled,14,3,"[{'tagName': 'v1.0.24', 'author': {'login': 'kopax', 'databaseId': 1866564}, 'createdAt': '2019-04-19T15:14:47Z', 'publishedAt': '2019-04-19T15:15:07Z', 'updatedAt': '2019-04-19T15:15:07Z', 'isLatest': True}]",JavaScript,"[{'name': 'JavaScript'}, {'name': 'Shell'}]",2,False,,,0,[],MIT,
bootstrap-styled/v4,jramirezs/graphql-imageboard,170550697,https://github.com/jramirezs/graphql-imageboard,graphql-imageboard,jramirezs,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'Shell'}]",0,False,,,0,[],,
bootstrap-styled/v4,gustavoleste/react-redux-saga-exemplo,170669142,https://github.com/gustavoleste/react-redux-saga-exemplo,react-redux-saga-exemplo,gustavoleste,0,0,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,tylim88/to-do-list-SSR-Static,169281275,https://github.com/tylim88/to-do-list-SSR-Static,to-do-list-SSR-Static,tylim88,0,1,[],JavaScript,[{'name': 'JavaScript'}],0,False,,,0,[],,
bootstrap-styled/v4,Floo0/JsMqttClient,166867431,https://github.com/Floo0/JsMqttClient,JsMqttClient,Floo0,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,norama/to-do-hooks,168602370,https://github.com/norama/to-do-hooks,to-do-hooks,norama,0,1,[],JavaScript,"[{'name': 'JavaScript'}, {'name': 'HTML'}]",0,False,,,0,[],,
bootstrap-styled/v4,DeveloperCatherine/DeveloperCatherine.github.io,163266355,https://github.com/DeveloperCatherine/DeveloperCatherine.github.io,DeveloperCatherine.github.io,DeveloperCatherine,0,1,[],CSS,"[{'name': 'CSS'}, {'name': 'JavaScript'}]",0,False,,,0,[],,
bootstrap-styled/v4,bootstrap-styled/motion,161039653,https://github.com/bootstrap-styled/motion,motion,bootstrap-styled,12,3,"[{'tagName': 'v2.0.0', 'author': {'login': 'kopax', 'databaseId': 1866564}, 'createdAt': '2019-01-17T08:55:10Z', 'publishedAt': '2019-01-17T08:57:30Z', 'updatedAt': '2019-01-17T08:57:30Z', 'isLatest': True}]",JavaScript,"[{'name': 'JavaScript'}, {'name': 'Shell'}]",0,False,,,0,[],MIT,
bootstrap-styled/v4,bootstrap-styled/rsg-components,159607849,https://github.com/bootstrap-styled/rsg-components,rsg-components,bootstrap-styled,6,4,"[{'tagName': 'v2.1.7', 'author': {'login': 'kopax', 'databaseId': 1866564}, 'createdAt': '2020-01-29T08:58:29Z', 'publishedAt': '2020-01-29T08:59:11Z', 'updatedAt': '2020-01-29T08:59:11Z', 'isLatest': True}]",JavaScript,"[{'name': 'JavaScript'}, {'name': 'Shell'}]",1,False,,,0,[],MIT,
bootstrap-styled/v4,bootstrap-styled/redux,157770390,https://github.com/bootstrap-styled/redux,redux,bootstrap-styled,8,5,"[{'tagName': 'v1.1.2', 'author': {'login': 'kopax', 'databaseId': 1866564}, 'createdAt': '2019-03-06T10:49:43Z', 'publishedAt': '2019-03-06T10:50:21Z', 'updatedAt': '2019-03-06T10:50:21Z', 'isLatest': True}]",JavaScript,"[{'name': 'JavaScript'}, {'name': 'Shell'}]",0,False,,,0,[],MIT,
bootstrap-styled/v4,bootstrap-styled/toggle,157619953,https://github.com/bootstrap-styled/toggle,toggle,bootstrap-styled,7,5,"[{'tagName': 'v1.2.3', 'author': {'login': 'kopax', 'databaseId': 1866564}, 'createdAt': '2019-02-05T16:06:18Z', 'publishedAt': '2019-02-05T16:06:40Z', 'updatedAt': '2019-02-05T16:06:40Z', 'isLatest': True}]",JavaScript,"[{'name': 'JavaScript'}, {'name': 'Shell'}]",0,False,,,0,[],MIT,
bootstrap-styled/v4,bootstrap-styled/navigation-bar,138295083,https://github.com/bootstrap-styled/navigation-bar,navigation-bar,bootstrap-styled,8,6,"[{'tagName': 'v1.9.6', 'author': {'login': 'kopax', 'databaseId': 1866564}, 'createdAt': '2020-04-25T09:27:23Z', 'publishedAt': '2020-04-25T09:36:39Z', 'updatedAt': '2020-04-25T09:36:39Z', 'isLatest': True}]",JavaScript,"[{'name': 'JavaScript'}, {'name': 'Shell'}]",3,False,,,0,[],MIT,
